,trial1,trial2,trial3,trial4,trial5,trial6,trial7,trial8,trial9,trial10
14,27.207209911551477,27.46141402164804,27.184925620086734,25.772536108906312,26.34271105900834,27.230226654257137,27.358876679522933,26.42343578824601,26.15419633770132,27.01082548024548
15,30.418028171830134,30.75438406007017,30.40795328522109,28.947598066430896,29.52266176927149,30.392052948545988,30.614869536607863,29.71155863352585,29.36366716046664,30.271957145350317
16,33.80697678705164,34.21492547778647,33.80609027217131,32.31772976699692,32.88942002472922,33.7320248847035,34.043323770725586,33.17627949726126,32.76367473439581,33.72573657215298
17,37.36794105302595,37.836594407592976,37.3739621632196,35.87428936322568,36.43726320601744,37.24323873481497,37.63682198653541,36.81184285592144,36.347287736755824,37.36334911843048
18,41.09204962084959,41.61032713455653,41.10341431478179,39.60600378940278,40.15761589129168,40.91623183064357,41.385431581806046,40.60953055110455,40.10463054243076,41.17301071639744
19,44.96785431951033,45.524633671981135,44.98366088875927,43.49923693600865,44.03920833689938,44.73919744057522,45.27691645173823,44.55784004412989,44.02308602364456,45.14021797640866
20,48.981551223458375,49.565831339359896,49.00148396187202,47.53827838263403,48.06828166699445,48.69823076217889,49.29698523290177,48.64272312016941,48.08754461926322,49.24805184252745
21,53.11723067240779,53.71830815704497,53.141471994955296,51.705640859212,52.22882906823954,52.77759615981227,53.42956440075632,52.84787289734392,52.280691148812416,53.4775233125544
22,57.35714552617039,57.96480528456146,57.386286702588926,55.982356819961495,56.50286385297178,56.96000665867735,57.65708568726577,57.15504550268663,56.58331995379404,57.80794865954084
23,61.68199019633843,62.28670816026172,61.71694846011887,60.3482668961471,60.87070665687191,61.2269072762084,61.96077813495729,61.54440264374036,60.97466820866752,62.21734102856684
24,66.07118607295956,66.66433743090234,66.11313249298861,64.78229511958149,65.3112846637894,65.55875433723237,66.3209556421774,65.99486228971453,65.4327574655241,66.682804814715
25,70.50317053386415,71.07723293283222,70.55347017779839,69.26270750063676,69.8024358476947,69.93528413120434,70.71729209143564,70.48444642823524,69.93473479996155,71.18091904691427
26,74.95568672028375,75.50442627988134,75.01585075159858,73.76735203378608,74.32121150102373,74.33576610909354,75.12907842969118,74.99061684347011,74.45720650811587,75.68809701205966
27,79.40607042875807,79.92469926189156,79.47771836127953,78.27387968587719,78.84417131528522,78.73923748527115,79.53545859474507,79.49059148433238,78.97655817218079,80.18091196099509
28,83.83152958273733,84.31682594001644,83.916358586405,82.75994723259382,83.34766684424346,83.12471711017089,83.91564307751722,83.96163518936753,83.46925498103562,84.63638199586268
29,88.20941126343756,88.65979629497332,88.30916855382536,87.20340364764877,87.8081106008087,87.47139710612892,88.24909990686794,88.38131981278048,87.91211636202613,89.03220993261388
30,92.5174513728632,92.933019055579,92.63390594430864,91.58246188192332,92.20222886189296,91.7588114053712,92.5157230939869,92.72775053146384,92.28256003736718,93.34697596364994
31,96.73400261591088,97.11650139599702,96.86891389112652,95.87585718807377,96.50729664262916,95.96698106075934,96.69597843409976,96.97975712779856,96.55881241280817,97.5602829621578
32,100.83823743552232,101.19100371072729,100.9933200218432,100.06299193823403,100.70135343933887,100.07653700343634,100.7710265752596,101.11705089991588,100.72008407051554,101.65285649805938
33,104.8103237375728,105.13816835976068,104.98720841420528,104.1240658867983,104.76339809928332,104.06882162235756,104.72282378926462,105.12034919327051,104.74671077093237,105.60660377802124
34,108.6315726203951,108.94062181019912,108.83176351700055,108.04019064516466,108.67356048964024,107.92597065048533,108.53420156398938,108.9714702430034,108.62026181576836,109.40463756004088
35,112.28455839102595,112.58205017383754,112.50938554348366,111.79348766308632,112.41324680303732,111.63097627841154,112.18892628906,112.65340126851888,112.32361870812652,113.03127246082008
36,115.7532113211566,116.04724910092672,116.00377734400334,115.36716973645343,115.96525488861656,115.16773201196266,115.67174002357147,116.15034294413788,115.84102745556147,116.47200167801012
37,119.02288300694173,119.32215018999548,119.30000328041037,118.74560672818686,119.31385637066684,118.52106037259465,118.96838355855536,119.44773371358036,119.1581275953138,119.71346199375296
38,122.08038368011744,122.39382703037946,122.38452151808256,121.91437686674026,122.44484355852444,121.67672593521212,122.06560425002536,122.53225788933612,122.26196040115974,122.74339427970148
39,124.91399109358014,125.25048451467116,125.24519228852525,124.86030558267326,125.34554109167576,124.62143766031802,124.95115286348684,125.39184175725784,125.14095827650002,125.5506054629546
40,127.5134318354298,127.8814353618906,127.87126530665525,127.5714939734142,128.0047848216633,127.34284554303552,127.61377495524614,128.01564163317045,127.784917480604,128.12493581820172
41,129.86983777005625,130.277068186684,130.25334945120775,130.03733838094846,130.41287337170797,129.82953706665074,130.04320237186133,130.39402721793962,130.1849568595466,130.45723310431015
42,131.97568206017812,132.42881197006787,132.383367694007,132.2485413984861,132.56150037596873,132.0710385874492,132.2301490497045,132.51856339474205,132.33346536750514,132.53933355402546
43,133.8247001073939,134.32910200443217,134.2545006055208,134.19711334883507,134.44367665931594,134.05782568749711,134.1663129298856,134.3819938538749,134.2240404908653,134.36404952748265
44,135.41180045868873,135.9713516569524,135.86112239502916,135.87636230192774,136.05365120452774,135.78134529760683,135.84438342051504,135.97822949659397,135.85141887301955,135.92516421822754
45,136.7329699200805,137.3499323765039,137.1987339717982,137.28087040779553,137.38683796132506,137.2340512983607,137.25805219921057,137.3023425287898,137.21140049905034,137.21743418647415
46,137.78517690675673,138.4601617810984,138.26389770318383,138.40645527372922,138.43975297215678,138.40945382889177,138.4020245636567,138.3505641860917,138.30076900224444,138.23659996706996
47,138.56627767326367,139.29829740196598,139.05417810302353,139.25011759566442,139.2099636520996,139.3021802397965,139.27202899262878,139.12028184625032,139.11721222059987,138.97940339086946
48,139.07493064740655,139.86153253948024,139.56809124108918,139.80997957181248,139.69605008395308,139.90804303282596,139.86482369986444,139.6100308882671,139.6592480386724,139.44360810671907
49,139.31052396849432,140.14799092255146,139.80506341558925,140.08522128128166,139.89757713854917,140.22410814888462,140.17820005144964,139.81947771187887,139.92616038299036,139.6280182773515
50,139.2731205909383,140.15671813847118,139.7653976329241,140.07602282352346,139.81507574503578,140.24875620518287,140.21098320766492,139.74939197635845,139.9179492213733,139.5324907024737
51,138.96342408903723,139.88766958247473,139.45024578711022,139.78351813860272,139.4500312219109,139.98172998726724,139.9630302044946,139.40160778256316,139.63529692860163,139.15793791714012
52,138.38276652468056,139.34169645347183,138.8615852087029,139.20976292400533,138.8048762515938,139.42416334231453,139.43522533008533,138.7789749331973,139.07955167832884,138.5063230932802
53,137.53311767936358,138.52053256030487,138.00219952291053,138.3577157284272,137.88298638159273,138.57858875401917,138.62947259452872,137.8853023627783,138.2527268889356,137.58065009219317
54,136.41711322071137,137.42678493747684,136.8756645588195,137.23122955703855,136.68867710106989,137.44892281094377,137.5486855264572,136.72529620209826,137.15751466041107,136.3849523803445
55,135.03809831569785,136.0639305892668,135.48634022766336,135.8350510779001,135.22720289688797,136.04043060087992,136.19677511602018,135.30449476848838,135.79731086987547,134.92428267212367
56,133.40018260624862,134.43632078796952,133.83936923739645,134.17482464020503,133.50475927561902,134.35967167095762,134.57863694524798,133.6292023614484,134.17624978127114,133.2047023955888
57,131.50830205653943,132.54919377341002,131.94068340128766,132.25709815273947,131.52848821937863,132.41443110081286,132.70013836140745,131.70642370458944,132.29924602867678,131.23326796016113
58,129.3682831204563,130.4086962005589,129.79701787159408,130.08932787391106,129.30648625515337,130.21363926461115,130.56810637869174,129.5438017796011,130.1720415396884,129.01801027238972
59,126.98690523106517,128.02191269898432,127.4159326676725,127.67987995118597,126.84781281191673,127.76728343998798,128.19031699915658,127.14956354113974,127.8012548668398,126.56790516206628
60,124.37195860800573,125.39690140366356,124.8058395123296,125.03802795940317,124.1624952895514,125.08631416796584,125.5754865775814,124.53247959346017,125.19443086824016,123.89283469430244
61,121.53229526964176,122.5427319389647,121.97603069409796,122.17394696928667,121.26152649363638,122.18254943045956,122.73326562717368,121.70184406896618,122.36008950021596,121.0035414628696
62,118.47787150222184,119.4695217844763,118.93670599054258,119.09870525955996,118.15684995308122,119.06858009986584,119.67423511729449,118.66747896632464,119.30777306014345,117.9115789284208
63,115.21977988299427,116.1884673517124,115.69899382531165,115.8242546533517,114.86132947817698,115.75768040038476,116.40990466078944,115.43976346663923,116.04809107206296,114.6292607905196
64,111.77026862163416,112.71186695321344,112.2749634004687,112.36341977359446,111.38870120945955,112.26372704747934,112.95271101883954,112.02968463103046,112.5927611258954,111.16961185317663
65,108.1427458208791,109.05313343519306,108.6776250767897,108.72988526822388,107.75350855970352,108.60113016318417,109.31601458415132,108.44890293764178,108.95464281667849,107.54632203140206
66,104.35176639571334,105.22679419234058,104.9209167594022,104.93817847991942,103.97102187900768,104.78477807105456,105.51409124646705,104.70982499721944,105.14776096466495,103.77370399285084
67,100.41299976282409,101.24847580810088,101.01967470996992,101.00364386537431,100.0571453744804,100.8299968235069,101.5621168679682,100.82567594125425,101.18731362722303,99.86665385430436
68,96.34317681605556,97.1348703205667,96.98958809299636,96.94240532836191,96.0283144552106,96.7525238065833,97.4761411344959,96.81056435952216,97.0896600223139,95.8406140827554
69,92.16001504278825,92.90368074615355,92.84713750743757,92.7713134247426,91.90138722540664,92.56849296577764,93.27304724374328,92.6795327320352,92.87228367741731,91.71153845596707
70,87.88212123286755,88.57354505357398,88.6095185774415,88.50787558756565,87.69353351729806,88.2944274206455,88.97049432745827,88.4485863675322,88.55372722415507,87.49585991534468
71,83.52887249891705,84.16393948697558,84.29455235695359,84.17016866954685,83.42212352218178,83.94723407119442,84.58684053530425,84.13469464357345,84.15349714983829,83.21046226951569
72,79.12027796451417,79.69506300689055,79.92058488165902,79.77673408529343,79.10461686886785,79.54419450289497,80.14104588687425,79.75576015523463,79.69193913681288,78.87265516640846
73,74.67682449429816,75.18770444825576,75.50637851553134,75.3464568035996,74.75845288385037,75.1029467465493,75.65255537718383,75.33055369242891,75.19008701699245,74.50014873158054
74,70.21930966091972,70.66309341956288,71.07099752774096,70.8984305271979,70.40094341769067,70.64145283135093,71.14116460351549,70.87861487346404,70.66949018666428,70.11102108346557
75,65.76866433503257,66.14273562949224,66.63368955307048,66.4518123962813,66.04917018998621,66.17794757649891,66.62687185786515,66.42011931454383,66.15202476944438,65.72367022453378
76,61.34576679916953,61.648233440366205,62.213763339178605,62.02567104963945,61.71988883020109,61.730864927329,62.1297211993993,61.97571364910776,61.659692817545725,61.35674237910849
77,56.9712502289153,57.20109295660909,57.83046163060704,57.63883176106,57.429441751201935,57.3187394536718,57.66964020599548,57.56632007304353,57.21441226912263,57.02903118913575
78,52.66530517996072,52.82251959230581,53.50282664945102,53.309721957726914,53.193681400700825,52.96008231119947,53.26627473752962,53.21291281300906,52.837799217839525,52.759345136937874
79,48.44747836478023,48.5332044080063,49.249555103425706,49.05622002395455,49.02790386069378,48.67323275934524,48.93882201885393,48.93627008508426,48.55094371961649,48.566343438867335
80,44.33646926532821,44.35310339830233,45.08884042064008,44.89550982493565,44.94679042195155,44.47618780371659,44.70586282547765,44.75670654703863,44.3741806391652,44.4683433787693
81,40.349927366331926,40.30121169944363,41.038201919985504,40.843942630685326,40.96435277106611,40.38641345253895,40.58519337173712,40.69379275061424,40.32685737935444,40.48310450987462
82,36.504254333562216,36.39533497254103,37.11430325311368,36.91690706427663,37.09387711918292,36.42064170529761,36.59365751655242,36.766069479276624,36.42710047879374,36.62759693967755
83,32.81441643323701,32.65186129736011,33.33276460086197,33.12870650177502,33.347864268979315,32.594658197427464,32.74697980425986,32.99076576164968,32.69158338219076,32.91776181571356
84,29.29377270553934,29.085538464704594,29.707974025444944,29.492442315530745,29.737964996566625,28.923086552745534,29.05959954362955,29.38352944280409,29.13529868671366,29.368272356456192
85,25.95392406083447,25.709262939246692,26.252903324026214,26.019901043359056,26.274911617923088,25.41917661938544,25.54450621810097,25.958178617561224,25.771339747913004,25.992303534119124
86,22.804587502672188,22.533887493331846,22.978933316063856,22.721444491935944,22.96844687612394,22.0946044721983,22.213077768549446,22.726481582961163,22.610698116450667,22.801317857050325
87,19.853497955054685,19.568054425814307,19.89569303539232,19.605903809688307,19.827250996279847,18.95929219997429,19.07492563642487,19.69797253199906,19.66208447988645,19.8048738412825
88,17.10633805074893,16.818060599766987,17.01091709414566,16.680480963399184,16.858867336248835,16.021255040624343,16.137753098905275,16.879809574802408,16.931781486701983,17.010463122528073
89,14.566694737866875,14.287759785115329,14.33032585022622,13.95066297532498,14.069626709528894,13.28648233618678,13.407235422533413,14.27668049647618,14.42353680261981,14.423381803721822
90,12.236041688810856,11.978507289261035,11.85753372474602,11.420155046080785,11.46457074543371,10.75885708967754,10.886930878119546,11.89076020019096,12.138503705846627,12.046641136436191
91,10.113748202824286,9.88915139489566,9.593991509315034,9.090838037865009,9.047375948416128,8.440116839501355,8.578230347880648,9.721722254730375,10.075234693274952,9.880921704804845
92,8.197117300469412,8.01607548229702,7.538968356982275,6.962754022639393,6.820281769827826,6.32985648426965,6.480350647613845,7.766805156306757,8.229731767218915,7.924574211238264
93,6.481456627962883,6.353293963424813,5.689578045957605,5.034121410571192,4.784026901196008,4.425571927429133,4.5903737344296704,6.020931833202428,6.595555851701078,6.173669287980975
94,4.960185177865813,4.892604123681354,4.0408519396362,3.3013793007892387,2.9377977403381097,2.722742146537719,2.903331260200566,4.4768790451630975,5.16399670150461,4.622098462713443
95,3.624977151267003,3.623794136750647,2.585858370303181,1.7592594436388873,1.2791921599703502,1.2149466546925216,1.4123316685378426,3.125491838143218,3.924302822368004,3.261727640045744
96,2.465942301583094,2.534904763800863,1.3158657482784912,0.4008833541591545,-0.1957987975115208,-0.105984672232083,0.1087253155492676,1.9559366785102177,2.8639679668198186,2.082602304126298
97,1.47184033716645,1.6125389958797405,0.2205448127785447,-0.7821184821085876,-1.4927884964445144,-1.249792331130344,-1.017698144921244,0.955985069761873,1.969066988059092,1.0732000935597004
98,0.6303254083593494,0.8422104640903817,-0.7117961875227264,-1.7994684783310952,-2.618968209647417,-2.227582095673444,-1.978486776494243,0.112317846953278,1.2246297192383615,0.2207223472701999
99,-0.0717851298605662,0.2087178935446204,-1.493951116325344,-2.66208743621024,-3.583052781097784,-3.0515991075712714,-2.78628490063336,-0.5891604111245364,0.6150377662870324,-0.4885871843959006
